accuracy,precision,recall,f1,roc_auc,avg_precision,train_time_sec,trainable_params,device_used,method
0.9,0.9166666666666666,0.9734513274336283,0.944206008583691,0.8323789692868299,0.9668961103222803,0.19282960891723633,,cpu,Tabular Logistic Regression
0.5615384615384615,0.9375,0.5309734513274337,0.6779661016949152,0.7402394586153045,0.9459698682689708,6.4710166454315186,142337.0,cuda,RDL Frozen
0.8692307692307693,0.8692307692307693,1.0,0.9300411522633745,0.5,0.8692307692307693,0.16350555419921875,,cpu,Tabular Dummy (most_frequent)
0.8692307692307693,0.8692307692307693,1.0,0.9300411522633745,0.4851639770952629,0.8565512287137984,58.61887836456299,199230977.0,cuda,RDL End-to-End
